Subgrupo7_Desc,Subgrupo5_Desc,Subgrupo4_Desc,Subgrupo3_Desc,Grupo_Desc
A12CC30,A12CC - Magnesio                                  ,A12C - OTROS SUPLEMENTOS MINERALES                ,A12 - SUPLEMENTOS MINERALES                       ,A - TRACTO ALIMENTARIO Y METABOLISMO              
D07AC09,D07AC - Corticosteroides  potentes (grupo III)    ,"D07A - CORTICOSTEROIDES, MONOFÁRMACOS             ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
C07AA15,C07AA - Agentes beta- bloqueantes no selectivos   ,C07A - AGENTES BETA-BLOQUEANTES                   ,C07 - AGENTES BETA-BLOQUEANTES                    ,C - SISTEMA CARDIOVASCULAR                        
R01AD01,R01AD - Corticosteroides                          ,R01A - DESCONGESTIVOS Y OTROS PREPARADOS NASALES P,R01 - PREPARADOS DE USO NASAL                     ,R - SISTEMA RESPIRATORIO                          
25B09,25B09 - BOLSAS ILEOST RES SINT                    ,25B0 - BOLSAS ILEOSTOMÍA                          ,25B - BOLSAS ILEOSTOMÍA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
S02DC91,S02DC - Preparados inertes                        ,S02D - OTROS OTOLÓGICOS                           ,S02 - OTOLÓGICOS                                  ,S - ÓRGANOS DE LOS SENTIDOS                       
G03GA05,G03GA - Gonadotrofinas                            ,G03G - GONADOTROFINAS Y OTROS ESTIMULANTES DE LA O,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
B05XA02,B05XA - Soluciones electrolíticas                 ,B05X - ADITIVOS PARA SOLUCIONES I.V.              ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A11C2,A11C2 - VITAMINA D SOLA                           ,"A11C - VITAMINAS A Y D, INCLUYENDO COMBINACIONES D",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
D07AD01,D07AD - Corticosteroides muy potentes (grupo IV)  ,"D07A - CORTICOSTEROIDES, MONOFÁRMACOS             ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
L03AB04,L03AB - Interferones                              ,L03A - CITOKINAS E INMUNOMODULADORES              ,L03 - INMUNOESTIMULANTES                          ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
J07AM01,J07AM - Vacunas antitetánicas                     ,J07A - VACUNAS ANTIBACTERIANAS                    ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
A10AE01,A10AE - Insulinas y análogos de acción prolongada ,A10A - INSULINAS Y ANÁLOGOS                       ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
S01BC03,S01BC - Agentes antiinflamatorios no esteroideos  ,S01B - AGENTES ANTIINFLAMATORIOS                  ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
H01CB03,H01CB - Inhibidores de la hormona de crecimiento  ,H01C - HORMONAS HIPOTALÁMICAS                     ,H01 - HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
C07AB08,C07AB - Agentes beta- bloqueantes selectivos      ,C07A - AGENTES BETA-BLOQUEANTES                   ,C07 - AGENTES BETA-BLOQUEANTES                    ,C - SISTEMA CARDIOVASCULAR                        
C07AA07,C07AA - Agentes beta- bloqueantes no selectivos   ,C07A - AGENTES BETA-BLOQUEANTES                   ,C07 - AGENTES BETA-BLOQUEANTES                    ,C - SISTEMA CARDIOVASCULAR                        
L01XX19,L01XX - Otros agentes antineoplásicos             ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
N07A,N07A - PARASIMPATICOMIMÉTICOS                     ,N07A - PARASIMPATICOMIMÉTICOS                     ,N07 - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA N,N - SISTEMA NERVIOSO                              
A04A1,A04A1 - ANTIEMÉTICOS USO GENERAL                  ,A04A - ANTIEMÉTICOS Y ANTINAUSEOSOS               ,A04 - ANTIEMÉTICOS Y ANTINAUSEOSOS                ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A03AB06,"A03AB - Anticolinérgicos sintéticos, compuestos de",A03A - AGENTES CONTRA PADECIMIENTOS FUNCIONALES DE,A03 - AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL,A - TRACTO ALIMENTARIO Y METABOLISMO              
25C03,25C03 - BOLSAS UROST KAR ADH MIC                  ,25C0 - BOLSAS UROSTOMIA ADH                       ,25C - BOLSAS UROSTOMÍA                            ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
N06BA55,N06BA - Agentes simpaticomiméticos de acción centr,"N06B - PSICOESTIMULANTES, AGENTES UTILIZADOS PARA ",N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
L01AX03,L01AX - Otros agentes alquilantes                 ,L01A - AGENTES ALQUILANTES                        ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
C01BB02,C01BB - Antiarrítmicos de clase Ib                ,C01B - ANTIARRÍTMICOS DE CLASE I Y III            ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
N02AB03,N02AB - Derivados de la fenilpiperidina           ,N02A - OPIOIDES                                   ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
G01AF19,G01AF - Derivados imidazólicos                    ,G01A - ANTIINFECCIOSOS Y ANTISÉPTICOS EXCLUYENDO C,G01 - ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
N05CD11,N05CD - Derivados de la benzodiazepina            ,N05C - HIPNÓTICOS Y SEDANTES                      ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
D06BB51,D06BB - Antivirales                               ,D06B - QUIMIOTERÁPICOS PARA USO TÓPICO            ,D06 - ANTIBIÓTICOS Y QUIMIOTERÁPICOS PARA USO DERM,D - DERMATOLOGICOS                                
L03AA02,L03AA - Factores estimulantes de colonias         ,L03A - CITOKINAS E INMUNOMODULADORES              ,L03 - INMUNOESTIMULANTES                          ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
D11AC08,D11AC - Champúes  medicinales                     ,D11A - OTROS PREPARADOS DERMATOLÓGICOS            ,D11 - OTROS PREPARADOS DERMATOLÓGICOS             ,D - DERMATOLOGICOS                                
S01EB01,S01EB - Parasimpaticomiméticos                    ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
G04BE08,G04BE - Fármacos usados en disfunción eréctil     ,"G04B - OTROS PRODUCTOS DE USO UROLÓGICO, INCLUYEND",G04 - PRODUCTOS DE USO UROLÓGICO                  ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
J07BC02,J07BC - Vacunas contra la hepatitis               ,J07B - VACUNAS ANTIVIRALES                        ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
A02AD01,A02AD - Combinaciones y complejos de compuesto de ,A02A - ANTIÁCIDOS                                 ,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
N05AL03,N05AL - Benzamidas                                ,N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
A10BX02,A10BX - Otros fármacos hipoglucemiantes orales    ,A10B - FÁRMACOS HIPOGLUCEMIANTES ORALES           ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
J01MA12,J01MA - Fluoroquinolonas                          ,J01M - QUINOLONAS ANTIBACTERIANAS                 ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N06BX64,N06BX - Otros psicoestimulantes y nootrópicos     ,"N06B - PSICOESTIMULANTES, AGENTES UTILIZADOS PARA ",N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
M01AB03,M01AB - Derivados del ácido acético y sustancias r,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
N01BB52,N01BB - Amidas                                    ,N01B - ANESTÉSICOS LOCALES                        ,N01 - ANESTÉSICOS                                 ,N - SISTEMA NERVIOSO                              
A10BF01,A10BF - Inhibidores de la alfa glucosidasa        ,A10B - FÁRMACOS HIPOGLUCEMIANTES ORALES           ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
C01EB03,C01EB - Otros preparados para el corazón          ,C01E - OTROS PREPARADOS  PARA EL CORAZÓN          ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
N06DX02,N06DX - Otros fármacos anti-demencia              ,N06D - FÁRMACOS ANTI-DEMENCIA                     ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
25A09,25A09 - BOLSAS COLOST RES SINT FIL                ,25A0 - BOLSAS COLOST                              ,25A - BOLSAS COLOSTOMIA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
V08CA04,V08CA - Medios de contraste paramagnéticos        ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
G03BB01,G03BB - Derivados de la (3) 5-androstanona        ,G03B - ANDRÓGENOS                                 ,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
D10A,D10A - PREPARADOS ANTI-ACNÉ PARA USO TÓPICO       ,D10A - PREPARADOS ANTI-ACNÉ PARA USO TÓPICO       ,D10 - PREPARADOS ANTI-ACNÉ                        ,D - DERMATOLOGICOS                                
S02CA93,S02CA - Corticosteroides y antiinfecciosos en comb,S02C - CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBI,S02 - OTOLÓGICOS                                  ,S - ÓRGANOS DE LOS SENTIDOS                       
C01BA01,C01BA - Antiarrítmicos de clase Ia                ,C01B - ANTIARRÍTMICOS DE CLASE I Y III            ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
J05AR10,"J05AR - ANTIVIRALES PARA INFECC HIV,COMBINACIONES ",J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C09BA09,C09BA - Inhibidores de la ECA  y  diuréticos      ,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES       ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
M01A2,M01A2 - ANTIINFLAM Y ANTIRREUM. NO ESTEROIDEOS CON,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
A10BB02,A10BB - Derivados de las sulfonilureas            ,A10B - FÁRMACOS HIPOGLUCEMIANTES ORALES           ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A07B1,A07B1 - INHIBIDORES DE LA MOTIBILIDAD             ,A07B - ADSORBENTES INTESTINALES                   ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
J01FA02,J01FA - Macrólidos                                ,"J01F - MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N05AC02,N05AC - Fenotiazinas con estructura piperidínica  ,N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
C01CA04,C01CA - Agentes adrenérgicos y dopaminérgicos     ,C01C - ESTIMULANTES CARDÍACOS EXCLUYENDO GLUCÓSIDO,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
N06AX16,N06AX - Otros antidepresivos                      ,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
N05BA13,N05BA - Derivados de la benzodiazepina            ,N05B - ANSIOLÍTICOS                               ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
A12BA91,A12BA - Potasio                                   ,A12B - POTASIO                                    ,A12 - SUPLEMENTOS MINERALES                       ,A - TRACTO ALIMENTARIO Y METABOLISMO              
V08CA02,V08CA - Medios de contraste paramagnéticos        ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
V08CB03,V08CB - Medios de contraste superparamagnéticos   ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
N06AX21,N06AX - Otros antidepresivos                      ,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
B05CB01,B05CB - Soluciones salinas                        ,B05C - SOLUCIONES DE IRRIGACIÓN                   ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
D06BB06,D06BB - Antivirales                               ,D06B - QUIMIOTERÁPICOS PARA USO TÓPICO            ,D06 - ANTIBIÓTICOS Y QUIMIOTERÁPICOS PARA USO DERM,D - DERMATOLOGICOS                                
B02AA02,B02AA - Aminoácidos                               ,B02A - ANTIFIBRINOLÍTICOS                         ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
J07AG01,J07AG - Vacunas contra el Haemophilus influenzae B,J07A - VACUNAS ANTIBACTERIANAS                    ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
G02A,G02A - OXITÓCICOS                                 ,G02A - OXITÓCICOS                                 ,G02 - OTROS GINECOLÓGICOS                         ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
C05BB56,C05BB - Agentes esclerosantes para inyección local,C05B - TERAPIA ANTIVARICOSA                       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
B02BA01,B02BA - Vitamina K                                ,B02B - VITAMINA K Y OTROS HEMOSTÁTICOS            ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
D10AD01,D10AD - Retinoides para uso tópico en acné        ,D10A - PREPARADOS ANTI-ACNÉ PARA USO TÓPICO       ,D10 - PREPARADOS ANTI-ACNÉ                        ,D - DERMATOLOGICOS                                
D01AC17,D01AC - Derivados imidazólicos y triazólicos      ,D01A - ANTIFÚNGICOS PARA USO TÓPICO               ,D01 - ANTIFÚNGICOS PARA USO DERMATOLÓGICO         ,D - DERMATOLOGICOS                                
R02AB,R02AB - Antibióticos                              ,R02A - PREPARADOS PARA LA GARGANTA                ,R02 - PREPARADOS PARA LA GARGANTA                 ,R - SISTEMA RESPIRATORIO                          
C05BA01,C05BA - Heparinas o heparinoides para uso tópico  ,C05B - TERAPIA ANTIVARICOSA                       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
M01AX01,M01AX - Otros agentes antiinflamatorios y antirreu,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
J01FG02,J01FG - Estreptograminas                          ,"J01F - MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C05CX99,C05CX - Otros agentes estabilizadores de capilares,C05C - AGENTES ESTABILIZADORES DE CAPILARES       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
24G03,24G03 - CALCETIN ELASTICO TERAPEUTICO             ,24G0 - CALCETÍN                                   ,24G - CALCETÍN                                    ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
A01AB04,A01AB - Antiinfecciosos y antisépticos para el tra,A01A - PREPARADOS ESTOMATOLÓGICOS                 ,A01 - PREPARADOS ESTOMATOLÓGICOS                  ,A - TRACTO ALIMENTARIO Y METABOLISMO              
S01AA15,S01AA - Antibióticos                              ,S01A - ANTIINFECCIOSOS                            ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
C04AE04,C04AE - Alcaloides del ergot                      ,C04A - VASODILATADORES PERIFÉRICOS                ,C04 - VASODILATADORES PERIFÉRICOS                 ,C - SISTEMA CARDIOVASCULAR                        
J01MA01,J01MA - Fluoroquinolonas                          ,J01M - QUINOLONAS ANTIBACTERIANAS                 ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C05AX03,C05AX - OTROS AGENTES USO TOP. HEMORROIDES Y FISUR,C05A - ANTIHEMORROIDALES DE USO TÓPICO            ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
N01AB01,N01AB - Hidrocarburos halogenados                 ,N01A - ANESTÉSICOS GENERALES                      ,N01 - ANESTÉSICOS                                 ,N - SISTEMA NERVIOSO                              
C05B1,C05B1 - ANTIVARICOSOS TOPICOS                     ,C05B - TERAPIA ANTIVARICOSA                       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
D11AC30,D11AC - Champúes  medicinales                     ,D11A - OTROS PREPARADOS DERMATOLÓGICOS            ,D11 - OTROS PREPARADOS DERMATOLÓGICOS             ,D - DERMATOLOGICOS                                
