CIE10,literal_CIE10,BDCAP,literal_BDCAP,Cambio mapeo julio 18
K08.0,Exfoliación de los dientes debida a causas sistémicas,D82,Enfermedades de los dientes/encías,
K08.1,"Pérdida de dientes debida a accidente, extracción o enfermedad periodontal local",D82,Enfermedades de los dientes/encías,
K08.2,Atrofia del reborde alveolar desdentado,D82,Enfermedades de los dientes/encías,
K08.3,Raíz dental retenida,D82,Enfermedades de los dientes/encías,
K08.8,Otras afecciones especificadas de los dientes y de sus estructuras de sostén,D82,Enfermedades de los dientes/encías,
K08.9,"Trastorno de los dientes y de sus estructuras de sostén, no especificado",D82,Enfermedades de los dientes/encías,
K09,"Quistes de la región bucal, no clasificados en otra parte",D82,Enfermedades de los dientes/encías,
K09.0,Quistes originados por el desarrollo de los dientes,D82,Enfermedades de los dientes/encías,
K09.1,Quistes de las fisuras (no odontogénicos),D82,Enfermedades de los dientes/encías,
K09.2,Otros quistes de los maxilares,D82,Enfermedades de los dientes/encías,
K09.8,"Otros quistes de la región bucal, no clasificados en otra parte",D82,Enfermedades de los dientes/encías,
K09.9,"Quiste de la región bucal, sin otra especificación",D82,Enfermedades de los dientes/encías,
K10,Otras enfermedades de los maxilares,D82,Enfermedades de los dientes/encías,
K10.0,Trastornos del desarrollo de los maxilares,D82,Enfermedades de los dientes/encías,
K10.1,Granuloma central de células gigantes,D82,Enfermedades de los dientes/encías,
K10.2,Afecciones inflamatorias de los maxilares,D82,Enfermedades de los dientes/encías,
K10.3,Alveolitis del maxilar,D82,Enfermedades de los dientes/encías,
K10.8,Otras enfermedades especificadas de los maxilares,D82,Enfermedades de los dientes/encías,
K10.9,"Enfermedad de los maxilares, no especificada",D82,Enfermedades de los dientes/encías,
K11,Enfermedades de las glándulas salivales,D83,Enfermedades de la boca/lengua/labios,
K11.0,Atrofia de glándula salival,D83,Enfermedades de la boca/lengua/labios,
K11.1,Hipertrofia de glándula salival,D83,Enfermedades de la boca/lengua/labios,
K11.2,Sialadenitis,D83,Enfermedades de la boca/lengua/labios,
K11.3,Absceso de glándula salival,D83,Enfermedades de la boca/lengua/labios,
K11.4,Fístula de glándula salival,D83,Enfermedades de la boca/lengua/labios,
K11.5,Sialolitiasis,D83,Enfermedades de la boca/lengua/labios,
K11.6,Mucocele de glándula salival,D83,Enfermedades de la boca/lengua/labios,
K11.7,Alteraciones de la secreción salival,D83,Enfermedades de la boca/lengua/labios,
K11.8,Otras enfermedades de las glándulas salivales,D83,Enfermedades de la boca/lengua/labios,
K11.9,"Enfermedad de glándula salival, no especificada",D83,Enfermedades de la boca/lengua/labios,
K12,Estomatitis y lesiones afines,D83,Enfermedades de la boca/lengua/labios,
K12.0,Estomatitis aftosa recurrente,D83,Enfermedades de la boca/lengua/labios,
K12.1,Otras formas de estomatitis,D83,Enfermedades de la boca/lengua/labios,
K12.2,Celulitis y absceso de boca,D83,Enfermedades de la boca/lengua/labios,
K13,Otras enfermedades de los labios y de la mucosa bucal,D83,Enfermedades de la boca/lengua/labios,
K13.0,Enfermedades de los labios,D83,Enfermedades de la boca/lengua/labios,
K13.1,Mordedura del labio y de la mejilla,D80,Otras lesiones del aparato digestivo,
K13.2,"Leucoplasia y otras alteraciones del epitelio bucal, incluyendo la lengua",D83,Enfermedades de la boca/lengua/labios,
K13.3,Leucoplasia pilosa,D83,Enfermedades de la boca/lengua/labios,
K13.4,Granuloma y lesiones semejantes de la mucosa bucal,D83,Enfermedades de la boca/lengua/labios,
K13.5,Fibrosis de la submucosa bucal,D83,Enfermedades de la boca/lengua/labios,
K13.6,Hiperplasia irrritativa de la mucosa bucal,D83,Enfermedades de la boca/lengua/labios,
K13.7,Otras lesiones y las no especificadas de la mucosa bucal,D83,Enfermedades de la boca/lengua/labios,
K14,Enfermedades de la lengua,D83,Enfermedades de la boca/lengua/labios,
K14.0,Glositis,D83,Enfermedades de la boca/lengua/labios,
K14.1,Lengua geográfica,D20,"Signos/síntomas de boca, lengua y labios",
K14.2,Glositis romboidea mediana,D20,"Signos/síntomas de boca, lengua y labios",
K14.3,Hipertrofia de las papilas linguales,D83,Enfermedades de la boca/lengua/labios,
K14.4,Atrofia de las papilas linguales,D83,Enfermedades de la boca/lengua/labios,
K14.5,Lengua plegada,D20,"Signos/síntomas de boca, lengua y labios",
K14.6,Glosodinia,D20,"Signos/síntomas de boca, lengua y labios",
K14.8,Otras enfermedades de la lengua,D83,Enfermedades de la boca/lengua/labios,
K14.9,"Enfermedad de la lengua, no especificada",D83,Enfermedades de la boca/lengua/labios,
K20,Esofagitis,D84,Enfermedades del esófago,
K21,Enfermedad del reflujo gastroesofágico,D84,Enfermedades del esófago,
K21.0,Enfermedad del reflujo gastroesofágico con esofagitis,D84,Enfermedades del esófago,
K21.9,Enfermedad del reflujo gastroesofágico sin esofagitis,D84,Enfermedades del esófago,
K22,Otras enfermedades del esófago,D84,Enfermedades del esófago,
K22.0,Acalasia del cardias,D84,Enfermedades del esófago,
K22.1,Úlcera del esófago,D84,Enfermedades del esófago,
K22.2,Obstrucción del esófago,D84,Enfermedades del esófago,
K22.3,Perforación del esófago,D84,Enfermedades del esófago,
K22.4,Disquinesia del esófago,D84,Enfermedades del esófago,
K22.5,"Divertículo del esófago, adquirido",D84,Enfermedades del esófago,
K22.6,Síndrome de laceración y hemorragia gastroesofágicas,D84,Enfermedades del esófago,
K22.7,Esófago de Barrett,D84,Enfermedades del esófago,
K22.8,Otras enfermedades especificadas del esófago,D84,Enfermedades del esófago,
K22.9,"Enfermedad del esófago, no especificada",D84,Enfermedades del esófago,
K23,Trastornos del esófago en enfermedades clasificadas en otra parte,D84,Enfermedades del esófago,
K23.0,Esofagitis tuberculosa (A18.8†),D84,Enfermedades del esófago,
K23.1,Megaesófago en la enfermedad de Chagas (B57.3†),D84,Enfermedades del esófago,
K23.8,Trastornos del esófago en otras enfermedades clasificadas en otra parte,D84,Enfermedades del esófago,
K25,Úlcera gástrica,D86,Otras úlceras pépticas,
K25.0,Aguda con hemorragia,D86,Otras úlceras pépticas,
K25.1,Aguda con perforación,D86,Otras úlceras pépticas,
K25.2,Aguda con hemorragia y perforación,D86,Otras úlceras pépticas,
K25.3,Aguda sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K25.4,"Crónica o no especificada, con hemorragia",D86,Otras úlceras pépticas,
K25.5,"Crónica o no especificada, con perforación",D86,Otras úlceras pépticas,
K25.6,"Crónica o no especificada, con hemorragia y perforación",D86,Otras úlceras pépticas,
K25.7,Crónica sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K25.9,"No especificada como aguda ni crónica, sin hemorragia ni perforación",D86,Otras úlceras pépticas,
K26,Úlcera duodenal,D85,Úlcera duodenal,
K26.0,Aguda con hemorragia,D85,Úlcera duodenal,
K26.1,Aguda con perforación,D85,Úlcera duodenal,
K26.2,Aguda con hemorragia y perforación,D85,Úlcera duodenal,
K26.3,Aguda sin hemorragia ni perforación,D85,Úlcera duodenal,
K26.4,"Crónica o no especificada, con hemorragia",D85,Úlcera duodenal,
K26.5,"Crónica o no especificada, con perforación",D85,Úlcera duodenal,
K26.6,"Crónica o no especificada, con hemorragia y perforación",D85,Úlcera duodenal,
K26.7,Crónica sin hemorragia ni perforación,D85,Úlcera duodenal,
K26.9,"No especificada como aguda ni crónica, sin hemorragia ni perforación",D85,Úlcera duodenal,
K27,"Úlcera péptica, de sitio no especificado",D86,Otras úlceras pépticas,
K27.0,Aguda con hemorragia,D86,Otras úlceras pépticas,
K27.1,Aguda con perforación,D86,Otras úlceras pépticas,
K27.2,Aguda con hemorragia y perforación,D86,Otras úlceras pépticas,
K27.3,Aguda sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K27.4,"Crónica o no especificada, con hemorragia",D86,Otras úlceras pépticas,
K27.5,"Crónica o no especificada, con perforación",D86,Otras úlceras pépticas,
K27.6,"Crónica o no especificada, con hemorragia y perforación",D86,Otras úlceras pépticas,
K27.7,Crónica sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K27.9,"No especificada como aguda ni crónica, sin hemorragia ni perforación",D86,Otras úlceras pépticas,
K28,Úlcera gastroyeyunal,D86,Otras úlceras pépticas,
K28.0,Aguda con hemorragia,D86,Otras úlceras pépticas,
K28.1,Aguda con perforación,D86,Otras úlceras pépticas,
K28.2,Aguda con hemorragia y perforación,D86,Otras úlceras pépticas,
K28.3,Aguda sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K28.4,"Crónica o no especificada, con hemorragia",D86,Otras úlceras pépticas,
K28.5,"Crónica o no especificada, con perforación",D86,Otras úlceras pépticas,
K28.6,"Crónica o no especificada, con hemorragia y perforación",D86,Otras úlceras pépticas,
K28.7,Crónica sin hemorragia ni perforación,D86,Otras úlceras pépticas,
K28.9,"No especificada como aguda ni crónica, sin hemorragia ni perforación",D86,Otras úlceras pépticas,
K29,Gastritis y duodenitis,D87,Alteraciones funcionales del estómago,
K29.0,Gastritis aguda hemorrágica,D87,Alteraciones funcionales del estómago,
K29.1,Otras gastritis agudas,D87,Alteraciones funcionales del estómago,
K29.2,Gastritis alcohólica,D87,Alteraciones funcionales del estómago,
K29.3,Gastritis crónica superficial,D87,Alteraciones funcionales del estómago,
K29.4,Gastritis crónica atrófica,D87,Alteraciones funcionales del estómago,
K29.5,"Gastritis crónica, no especificada",D87,Alteraciones funcionales del estómago,
K29.6,Otras gastritis,D87,Alteraciones funcionales del estómago,
K29.7,"Gastritis, no especificada",D87,Alteraciones funcionales del estómago,
K29.8,Duodenitis,D87,Alteraciones funcionales del estómago,
K29.9,"Gastroduodenitis, no especificada",D87,Alteraciones funcionales del estómago,
K30,Dispepsia,D07,Dispepsia/indigestión,
K31,Otras enfermedades del estómago y del duodeno,D99,Otras enfermedades del aparato digestivo,
K31.0,Dilatación aguda del estómago,D87,Alteraciones funcionales del estómago,
K31.1,Estenosis pilórica hipertrófica del adulto,D99,Otras enfermedades del aparato digestivo,
K31.2,Estrechez o estenosis del estómago en reloj de arena,D99,Otras enfermedades del aparato digestivo,
K31.3,"Espasmo del píloro, no clasificado en otra parte",D99,Otras enfermedades del aparato digestivo,
K31.4,Divertículo gástrico,D99,Otras enfermedades del aparato digestivo,
K31.5,Obstrucción del duodeno,D99,Otras enfermedades del aparato digestivo,
K31.6,Fístula del estómago y del duodeno,D99,Otras enfermedades del aparato digestivo,
K31.7,Pólipo del estómago y del duodeno,D78,Neoplasias benignas/inespecíficas del aparato digestivo,
K31.8,Otras enfermedades especificadas del estómago y del duodeno,D99,Otras enfermedades del aparato digestivo,
K31.9,"Enfermedad del estómago y del duodeno, no especificada",D99,Otras enfermedades del aparato digestivo,
K35,Apendicitis aguda,D88,Apendicitis,
K35.0,Apendicitis aguda con peritonitis generalizada,D88,Apendicitis,
K35.1,Apendicitis aguda con absceso peritoneal,D88,Apendicitis,
K35.9,"Apendicitis aguda, no especificada",D88,Apendicitis,
K36,Otros tipos de apendicitis,D88,Apendicitis,
K37,"Apendicitis, no especificada",D88,Apendicitis,
K38,Otras enfermedades del apéndice,D99,Otras enfermedades del aparato digestivo,
K38.0,Hiperplasia del apéndice,D99,Otras enfermedades del aparato digestivo,
K38.1,Concreciones apendiculares,D99,Otras enfermedades del aparato digestivo,
K38.2,Divertículo del apéndice,D99,Otras enfermedades del aparato digestivo,
K38.3,Fístula del apéndice,D99,Otras enfermedades del aparato digestivo,
K38.8,Otras enfermedades especificadas del apéndice,D99,Otras enfermedades del aparato digestivo,
K38.9,"Enfermedad del apéndice, no especificada",D99,Otras enfermedades del aparato digestivo,
K40,Hernia inguinal,D89,Hernia inguinal,
K40.0,"Hernia inguinal bilateral con obstrucción, sin gangrena",D89,Hernia inguinal,
K40.1,"Hernia inguinal bilateral, con gangrena",D89,Hernia inguinal,
K40.2,"Hernia inguinal bilateral, sin obstrucción ni gangrena",D89,Hernia inguinal,
K40.3,"Hernia inguinal unilateral o no especificada, con obstrucción, sin gangrena",D89,Hernia inguinal,
K40.4,"Hernia inguinal unilateral o no especificada, con gangrena",D89,Hernia inguinal,
K40.9,"Hernia inguinal unilateral o no especificada, sin obstrucción ni gangrena",D89,Hernia inguinal,
K41,Hernia femoral,D91,Otras hernias abdominales,
K41.0,"Hernia femoral bilateral, con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K41.1,"Hernia femoral bilateral, con gangrena",D91,Otras hernias abdominales,
K41.2,"Hernia femoral bilateral, sin obstrucción ni gangrena",D91,Otras hernias abdominales,
K41.3,"Hernia femoral unilateral o no especificada, con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K41.4,"Hernia femoral unilateral o no especificada, con gangrena",D91,Otras hernias abdominales,
K41.9,"Hernia femoral unilateral o no especificada, sin obstrucción ni gangrena",D91,Otras hernias abdominales,
K42,Hernia umbilical,D91,Otras hernias abdominales,
K42.0,"Hernia umbilical con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K42.1,Hernia umbilical con gangrena,D91,Otras hernias abdominales,
K42.9,Hernia umbilical sin obstrucción ni gangrena,D91,Otras hernias abdominales,
K43,Hernia ventral,D91,Otras hernias abdominales,
K43.0,"Hernia ventral con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K43.1,Hernia ventral con gangrena,D91,Otras hernias abdominales,
K43.9,Hernia ventral sin obstrucción ni gangrena,D91,Otras hernias abdominales,
K44,Hernia diafragmática,D90,Hernia de hiato,
K44.0,"Hernia diafragmática con obstrucción, sin gangrena",D90,Hernia de hiato,
K44.1,Hernia diafragmática con gangrena,D90,Hernia de hiato,
K44.9,Hernia diafragmática sin obstrucción ni gangrena,D90,Hernia de hiato,
K45,Otras hernias de la cavidad abdominal,D91,Otras hernias abdominales,
K45.0,"Otras hernias de la cavidad abdominal especificadas, con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K45.1,"Otras hernias de la cavidad abdominal especificadas, con gangrena",D91,Otras hernias abdominales,
K45.8,"Otras hernias de la cavidad abdominal especificadas, sin obstrucción ni gangrena",D91,Otras hernias abdominales,
K46,Hernia no especificada de la cavidad abdominal,D91,Otras hernias abdominales,
K46.0,"Hernia abdominal no especificada, con obstrucción, sin gangrena",D91,Otras hernias abdominales,
K46.1,"Hernia abdominal no especificada, con gangrena",D91,Otras hernias abdominales,
K46.9,"Hernia abdominal no especificada, sin obstrucción ni gangrena",D91,Otras hernias abdominales,
K50,Enfermedad de Crohn [enteritis regional],D94,Enteritis crónica/colitis ulcerosa,
K50.0,Enfermedad de Crohn del intestino delgado,D94,Enteritis crónica/colitis ulcerosa,
K50.1,Enfermedad de Crohn del intestino grueso,D94,Enteritis crónica/colitis ulcerosa,
K50.8,Otros tipos de enfermedad de Crohn,D94,Enteritis crónica/colitis ulcerosa,
K50.9,"Enfermedad de Crohn, no especificada",D94,Enteritis crónica/colitis ulcerosa,
K51,Colitis ulcerativa,D94,Enteritis crónica/colitis ulcerosa,
K51.0,Enterocolitis (crónica) ulcerativa,D94,Enteritis crónica/colitis ulcerosa,
K51.1,Ileocolitis (crónica) ulcerativa,D94,Enteritis crónica/colitis ulcerosa,
K51.2,Proctitis (crónica) ulcerativa,D94,Enteritis crónica/colitis ulcerosa,
K51.3,Rectosigmoiditis (crónica) ulcerativa,D94,Enteritis crónica/colitis ulcerosa,
K51.4,Seudopoliposis del colon,D94,Enteritis crónica/colitis ulcerosa,
K51.5,Proctocolitis mucosa,D94,Enteritis crónica/colitis ulcerosa,
K51.8,Otras colitis ulcerativas,D94,Enteritis crónica/colitis ulcerosa,
K51.9,"Colitis ulcerativa, sin otra especificación",D94,Enteritis crónica/colitis ulcerosa,
K52,Otras colitis y gastroenteritis no infecciosas,D99,Otras enfermedades del aparato digestivo,
