CIE9,literal_CIE9,BDCAP,literal_BDCAP,https://www.sanidad.gob.es/estadEstudios/estadisticas/estadisticas/estMinisterio/SIAP/map_cie9mc_cie10_ciap2.htm
170.8,N. MALIGNA DE HUESOS CORTOS MIEMBROS INFERIORES,L71,Neoplasias malignas del aparato locomotor,
170.9,N. MALIGNA DE HUESOS Y CARTILAGO ARTICULAR SITIO NO ESPECIFI,L71,Neoplasias malignas del aparato locomotor,
171,NEOPLASIA MALIGNA TEJIDOS CONECTIVOS Y OTROS TEJIDOS BLANDOS,L71,Neoplasias malignas del aparato locomotor,
171.0,"N. MALIGNA DE CABEZA, CARA Y CUELLO",L71,Neoplasias malignas del aparato locomotor,
171.2,"N. MALIGNA DE MIEMBROS SUPERIORES, CON INCLUSION DE HOMBRO",L71,Neoplasias malignas del aparato locomotor,
171.3,N. MALIGNA DE MIEMBROS INFERIORES CON INCLUSION DE CADERA,L71,Neoplasias malignas del aparato locomotor,
171.4,N. MALIGNA DE TORAX,L71,Neoplasias malignas del aparato locomotor,
171.5,N. MALIGNA DE ABDOMEN,L71,Neoplasias malignas del aparato locomotor,
171.6,N. MALIGNA DE PELVIS,L71,Neoplasias malignas del aparato locomotor,
171.7,N. MALIGNA DE TRONCO SIN ESPECIFICAR,L71,Neoplasias malignas del aparato locomotor,
171.8,N. MALIGNA OTROS SITIOS ESPECIF. TEJ. CONECT. Y OTROS BLANDO,L71,Neoplasias malignas del aparato locomotor,
171.8,N. MALIGNA OTROS SITIOS ESPECIF. TEJ. CONECT. Y OTROS BLANDO,L71,Neoplasias malignas del aparato locomotor,
171.9,N. MALIGNA TEJ.CONECTIVOS Y OTROS BLANDOS SITIO SIN ESPECIF.,L71,Neoplasias malignas del aparato locomotor,
171.9,N. MALIGNA TEJ.CONECTIVOS Y OTROS BLANDOS SITIO SIN ESPECIF.,L71,Neoplasias malignas del aparato locomotor,
172,MELANOMA MALIGNO PIEL,S77,Neoplasias malignas de la piel,
172.0,MELANOMA MALIGNO DE PIEL DE LABIO,S77,Neoplasias malignas de la piel,
172.1,"MELANOMA MALIGNO DE PIEL DE PARPADO,INCLUSION DEL CANTO",S77,Neoplasias malignas de la piel,
172.2,MELANOMA MALIGNO DE LA PIEL DE LA OREJA Y CONDUCTO AUDITIVO EXTERNO,S77,Neoplasias malignas de la piel,
172.3,MELANOMA MALIGNO OTRAS PARTES O PARTES SIN ESPECI.DE LA CARA,S77,Neoplasias malignas de la piel,
172.4,MELANOMA MALIGONO DE CUERO CABELLUDO Y CUELLO,S77,Neoplasias malignas de la piel,
172.5,"MELANOMA MALIGNO DE PIEL DE TRONCO, EXCEPTO ESCROTO",S77,Neoplasias malignas de la piel,
172.6,MELANOMA MALIGNO DE PIEL DE MIEMBROS SUPERIOR.INCLUIDO HOMBR,S77,Neoplasias malignas de la piel,
172.7,MELANOMA MALIGNO DE PIEL DE MIEMBROS INFERIOR INCLUIDO CADER,S77,Neoplasias malignas de la piel,
172.8,MELANOMA MALIGNO DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
172.9,MELANOMA DE PIEL SITIO SIN ESPECIFICAR,S77,Neoplasias malignas de la piel,
173,OTRAS NEOPLASIAS MALIGNAS DE LA PIEL Y LAS NO ESPECIFICADAS,S77,Neoplasias malignas de la piel,
173.0,OTRAS NEOPLASIAS MALIGNAS DE LA PIEL Y LAS NO ESPECIFICADAS DE PIEL DEL LABIO ,S77,Neoplasias malignas de la piel,
173.00,NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DEL LABIO,S77,Neoplasias malignas de la piel,
173.01,CARCINOMA BASOCELULAR DE PIEL DEL LABIO,S77,Neoplasias malignas de la piel,
173.02,CARCINOMA DE CÉLULAS ESCAMOSAS DE PIEL DEL LABIO,S77,Neoplasias malignas de la piel,
173.09,OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DEL LABIO,S77,Neoplasias malignas de la piel,
173.1,"OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PÁRPADO, CON INCLUSIÓN DEL CANTO ",S77,Neoplasias malignas de la piel,
173.10,"NEOPLASIA MALIGNA NO ESPECIFICADA DE PÁRPADO, CON INCLUSIÓN DEL CANTO",S77,Neoplasias malignas de la piel,
173.11,"CARCINOMA BASOCELULAR DE PÁRPADO, CON INCLUSIÓN DEL CANTO",S77,Neoplasias malignas de la piel,
173.12,"CARCINOMA DE CÉLULAS ESCAMOSAS DE PÁRPADO, CON INCLUSIÓN DEL CANTO",S77,Neoplasias malignas de la piel,
173.19,"OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PÁRPADO, CON INCLUSIÓN DEL CANTO",S77,Neoplasias malignas de la piel,
173.2,OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO ,S77,Neoplasias malignas de la piel,
173.20,NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,S77,Neoplasias malignas de la piel,
173.21,CARCINOMA BASOCELULAR DE PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,S77,Neoplasias malignas de la piel,
173.22,CARCINOMA DE CÉLULAS ESCAMOSAS  DE PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,S77,Neoplasias malignas de la piel,
173.29,OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,S77,Neoplasias malignas de la piel,
173.3,OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL DE OTRAS PARTES DE LA CARA O DE PARTES NO ESPECIFICADAS DE LA CARA ,S77,Neoplasias malignas de la piel,
173.30,NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DE OTRAS PARTES DE LA CARA O DE PARTES NO ESPECIFICADAS DE LA CARA,S77,Neoplasias malignas de la piel,
173.31,CARCINOMA BASOCELULAR DE PIEL DE OTRAS PARTES DE LA CARA O DE PARTES NO ESPECIFICADAS DE LA CARA,S77,Neoplasias malignas de la piel,
173.32,CARCINOMA DE CÉLULAS ESCAMOSAS  DE PIEL DE OTRAS PARTES DE LA CARA O DE PARTES NO ESPECIFICADAS DE LA CARA,S77,Neoplasias malignas de la piel,
173.39,OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DE OTRAS PARTES DE LA CARA O DE PARTES NO ESPECIFICADAS DE LA CARA,S77,Neoplasias malignas de la piel,
173.4,OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE CUERO CABELLUDO Y PIEL DEL CUELLO,S77,Neoplasias malignas de la piel,
173.40,NEOPLASIA MALIGNA NO ESPECIFICADA DE CUERO CABELLUDO Y PIEL DEL CUELLO,S77,Neoplasias malignas de la piel,
173.41,CARCINOMA BASOCELULAR DE CUERO CABELLUDO Y PIEL DEL CUELLO,S77,Neoplasias malignas de la piel,
173.42,CARCINOMA DE CÉLULAS ESCAMOSAS  DE CUERO CABELLUDO Y PIEL DEL CUELLO,S77,Neoplasias malignas de la piel,
173.49,OTRA NEOPLASIA MALIGNA ESPECIFICADA DE CUERO CABELLUDO Y PIEL DEL CUELLO,S77,Neoplasias malignas de la piel,
173.5,"OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL DEL TRONCO, CON EXCEPCIÓN DEL ESCROTO",S77,Neoplasias malignas de la piel,
173.50,"NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DEL TRONCO, CON EXCEPCIÓN DEL ESCROTO",S77,Neoplasias malignas de la piel,
173.51,"CARCINOMA BASOCELULAR DE PIEL DEL TRONCO, CON EXCEPCIÓN DEL ESCROTO",S77,Neoplasias malignas de la piel,
173.52,"CARCINOMA DE CÉLULAS ESCAMOSAS DE PIEL DEL TRONCO, CON EXCEPCIÓN DEL ESCROTO",S77,Neoplasias malignas de la piel,
173.59,"OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DEL TRONCO, CON EXCEPCIÓN DEL ESCROTO",S77,Neoplasias malignas de la piel,
173.6,"OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL DE LOS MIEMBROS SUPERIORES , CON INCLUSIÓN DEL HOMBRO",S77,Neoplasias malignas de la piel,
173.60,"NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DE LOS MIEMBROS SUPERIORES , CON INCLUSIÓN DEL HOMBRO",S77,Neoplasias malignas de la piel,
173.61,"CARCINOMA BASOCELULAR DE PIEL DE LOS MIEMBROS SUPERIORES , CON INCLUSIÓN DEL HOMBRO",S77,Neoplasias malignas de la piel,
173.62,"CARCINOMA DE CÉLULAS ESCAMOSAS DE PIEL DE LOS MIEMBROS SUPERIORES , CON INCLUSIÓN DEL HOMBRO",S77,Neoplasias malignas de la piel,
173.69,"OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DE LOS MIEMBROS SUPERIORES , CON INCLUSIÓN DEL HOMBRO",S77,Neoplasias malignas de la piel,
173.7,"OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL DE LOS MIEMBROS INFERIORES, CON INCLUSIÓN DE LA CADERA",S77,Neoplasias malignas de la piel,
173.70,"NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL DE LOS MIEMBROS INFERIORES, CON INCLUSIÓN DE LA CADERA",S77,Neoplasias malignas de la piel,
173.71,"CARCINOMA BASOCELULAR DE PIEL DE LOS MIEMBROS INFERIORES, CON INCLUSIÓN DE LA CADERA",S77,Neoplasias malignas de la piel,
173.72,"CARCINOMA DE CÉLULAS ESCAMOSAS DE PIEL DE LOS MIEMBROS INFERIORES, CON INCLUSIÓN DE LA CADERA",S77,Neoplasias malignas de la piel,
173.79,"OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL DE LOS MIEMBROS INFERIORES, CON INCLUSIÓN DE LA CADERA",S77,Neoplasias malignas de la piel,
173.8,OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
173.80,NEOPLASIA MALIGNA NO ESPECIFICADA DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
173.81,CARCINOMA BASOCELULAR DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
173.82,CARCINOMA DE CÉLULAS ESCAMOSAS DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
173.89,OTRA NEOPLASIA MALIGNA ESPECIFICADA DE OTROS SITIOS ESPECIFICADOS DE LA PIEL,S77,Neoplasias malignas de la piel,
173.9,"OTRA NEOPLASIA MALIGNA Y LAS NO ESPECIFICADAS DE PIEL, SITIO NO ESPECIFICADO",S77,Neoplasias malignas de la piel,
173.90,"NEOPLASIA MALIGNA NO ESPECIFICADA DE PIEL, SITIO NO ESPECIFICADO",S77,Neoplasias malignas de la piel,
173.91,"CARCINOMA BASOCELULAR DE PIEL, SITIO NO ESPECIFICADO",S77,Neoplasias malignas de la piel,
173.92,"CARCINOMA DE CÉLULAS ESCAMOSAS DE PIEL, SITIO NO ESPECIFICADO",S77,Neoplasias malignas de la piel,
173.99,"OTRA NEOPLASIA MALIGNA ESPECIFICADA DE PIEL, SITIO NO ESPECIFICADO",S77,Neoplasias malignas de la piel,
174,NEOPLASIA MALIGNA MAMA MUJER,X76,"Neoplasias malignas de mama, en la mujer",
174.0,N. MALIGNA DE PEZON Y AUREOLA,X76,"Neoplasias malignas de mama, en la mujer",
174.1,N. MALIGNA DE PORCION CENTRAL DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.2,N. MALIGNA DE CUADRANTE SUPERIOR INTERIOR DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.3,N. MALIGNA DE CUADRANTE INFERIOR INTERNO DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.4,N. MALIGNA DE CUADRANTE SUPERIOR EXTERNO DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.5,N. MALIGNA DE CUADRANTE INFERIOR EXTERNO DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.6,N. MALIGNA DE COLA AXILAR DE LA MAMA,X76,"Neoplasias malignas de mama, en la mujer",
174.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DE LA MAMA FEMENINA,X76,"Neoplasias malignas de mama, en la mujer",
174.9,"N. MALIGNA DE MAMA FEMENINA, SIN ESPECIFICAR",X76,"Neoplasias malignas de mama, en la mujer",
175,NEOPLASIA MALIGNA MAMA HOMBRE,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
175.0,N. MALIGNA DE PEZON Y AUREOLOA,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
175.9,N. MALIGNA OTROS SITIOS NO ESPECIFICADOS DE LA MAMA MASCULIN,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
176,SARCOMA DE KAPOSI,A79,Cáncer/neoplasia maligna no especificada,
176.0,S. DE KAPOSI DE PIEL,S77,Neoplasias malignas de la piel,
176.1,S. DE KAPOSI DE TEJIDOS BLANDOS,L71,Neoplasias malignas del aparato locomotor,
176.2,S. DE KAPOSI DE PALADAR,D77,Otras neoplasias malignas del aparato digestivo no especificadas,
176.3,S. DE KAPOSI DE SITIOS GASTROINTESTINALES,D77,Otras neoplasias malignas del aparato digestivo no especificadas,
176.4,S. DE KAPOSI DE PULMON,R84,Neoplasias malignas de tráquea/bronquios/pulmón,
176.5,S. DE KAPOSI DE GANGLIOS LINFATICOS,B74,Otras neoplasias malignas hematológicas,
176.8,S. DE KAPOSI DE OTROS SITIOS ESPECIFICADOS,D77,Otras neoplasias malignas del aparato digestivo no especificadas,
176.9,S. DE KAPOSI NO ESPECIFICADO,A79,Cáncer/neoplasia maligna no especificada,
179,NEOPLASIA MALIGNA UTERO PARTE SIN ESPECIFICAR,X77,Otras neoplasias genitales femeninas,
180,NEOPLASIA MALIGNA CERVIX UTERINO,X75,Neoplasias malignas de cuello de útero,
180.0,N. MALIGNA DE ENDOCERVIX UTERINO,X75,Neoplasias malignas de cuello de útero,
180.1,N. MALIGNA DE EXOCERVIX UTERINO,X75,Neoplasias malignas de cuello de útero,
180.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DEL CERVIX UTERINO,X75,Neoplasias malignas de cuello de útero,
180.9,N. MALIGNA DE CERVIX UTERINO SIN ESPECIFICAR,X75,Neoplasias malignas de cuello de útero,
181,NEOPLASIA MALIGNA DE PLACENTA,W72,Neoplasias malignas en relación con el embarazo,
182,NEOPLASIA MALIGNA CUERPO UTERINO,X77,Otras neoplasias genitales femeninas,
182.0,N. MALIGNA DE CUERPO UTERINO EXCEPTO EL ISTMO,X77,Otras neoplasias genitales femeninas,
182.1,N. MALIGNA DE ISTMO UTERINO,X77,Otras neoplasias genitales femeninas,
182.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DEL CUERPO UTERINO,X77,Otras neoplasias genitales femeninas,
183,NEOPLASIA MALIGNA OVARIO Y OTROS ANEXOS UTERINOS,X77,Otras neoplasias genitales femeninas,
183.0,N. MALIGNA DE OVARIO,X77,Otras neoplasias genitales femeninas,
183.2,N. MALIGNA DE TROMPA FALOPIO,X77,Otras neoplasias genitales femeninas,
183.3,N. MALIGNA DE LIGAMENTO ANCHO,X77,Otras neoplasias genitales femeninas,
183.4,N. MALIGNA DE PARAMETRIO,X77,Otras neoplasias genitales femeninas,
183.5,N. MALIGNA DE LIGAMENTO REDONDO,X77,Otras neoplasias genitales femeninas,
183.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DE LOS ANEXOS UTERI,X77,Otras neoplasias genitales femeninas,
183.9,N. MALIGNA DE ANEXOS UTERINOS SIN ESPECIFICAR,X77,Otras neoplasias genitales femeninas,
184,NEOPLASIA MALIG OTROS ORGANOS GENITALES FEMENINOS Y LOS NO ESP,X77,Otras neoplasias genitales femeninas,
184.0,N. MALIGNA DE VAGINA,X77,Otras neoplasias genitales femeninas,
184.1,N. MALIGNA DE LABIOS MAYORES,X77,Otras neoplasias genitales femeninas,
184.2,N. MALIGNA DE LABIOS MENORES,X77,Otras neoplasias genitales femeninas,
184.3,N. MALIGNA DE CLITORIS,X77,Otras neoplasias genitales femeninas,
184.4,N. MALIGNA DE VULVA SIN ESPECIFICAR,X77,Otras neoplasias genitales femeninas,
184.8,N. MALIGNA DE OTROS SITIOS ESPECIF. ORGANOS GENITALES FEMENI,X77,Otras neoplasias genitales femeninas,
184.9,N. MALIGNA DE ORGANO GENITAL FEMENINO SITIO SIN ESPECIFICAR,X77,Otras neoplasias genitales femeninas,
185,NEOPLASIA MALIGNA PROSTATA,Y77,Neoplasias malignas de próstata,
186,NEOPLASIA MALIGNA TESTICULOS,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
186.0,N. MALIGNA DE TESTICULO NO DESCENDIDO,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
186.9,N. MALIGNA OTRAS NEOPL. MALIG. O SIN ESPECIFICAR DEL TESTICU,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187,NEOPLASIA MALIGNA PENE Y OTROS ORGANOS GENITALES MASCULINOS,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.1,N. MALIGNA DE PREPUCIO,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.2,N. MALIGNA DE GLANDE,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.3,N. MALIGNA DE CUERPO PENE,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.4,N. MALIGNA DE PENE PARTE NO ESPECIFICADA,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.5,N. MALIGNA DE EPIDIDIMO,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.6,N. MALIGNA DE CORDON ESPERMATICO,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.7,N. MALIGNA DE ESCROTO,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.8,N. MALIG. OTROS SITIOS ESPECIF. DE ORGANOS GENIT. MASCULINOS,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
187.9,N. MALIGNA DE ORGANO GENITAL MASCULINO SITIO SIN ESPECIFICAR,Y78,Otras neoplasias malignas de mama/aparato genital masculino,
188,NEOPLASIA MALIGNA DE LA VEJIGA,U76,Neoplasias malignas de la vejiga urinaria,
188.0,N. MALIGNA DE TRIGONO VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.1,N. MALIGNA DE BOVEDA VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.2,N. MALIGNA DE PARED LATERAL VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.3,N. MALIGNA DE PARED ANTERIOR VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.4,N. MALIGNA DE PARED POSTERIOR VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.5,N. MALIGNA DE CUELLO VEJIGA URINARIA,U76,Neoplasias malignas de la vejiga urinaria,
188.6,N. MALIGNA DE ORIFICIO URETERAL,U76,Neoplasias malignas de la vejiga urinaria,
188.7,N. MALIGNA DE URACO,U76,Neoplasias malignas de la vejiga urinaria,
188.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DE LA VEJIGA,U76,Neoplasias malignas de la vejiga urinaria,
188.9,N. MALIGNA DE VEJIGA PARTE SIN ESPECIFICAR,U76,Neoplasias malignas de la vejiga urinaria,
189,NEOPLASIA MALIG. RIÑON Y OTROS ORG. URINARIOS Y ORG. SIN ESP,U77,Otras neoplasias malignas del aparato urinario,
189.0,"N. MALIGNA DE RIÑON, EXCEPTO PELVIS",U75,Neoplasias malignas del riñón,
189.1,N. MALIGNA DE PELVIS RENAL,U75,Neoplasias malignas del riñón,
189.2,N. MALIGNA DE URETER,U77,Otras neoplasias malignas del aparato urinario,
189.3,N. MALIGNA DE URETRA,U77,Otras neoplasias malignas del aparato urinario,
189.4,N. MALIGNA DE GLANDULAS PARAURETRALES,U77,Otras neoplasias malignas del aparato urinario,
189.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS ORGANOS URINARIOS,U77,Otras neoplasias malignas del aparato urinario,
189.9,N. MALIGNA DE ORGANOS URINARIOS SITIO SIN ESPECIFICAR,U77,Otras neoplasias malignas del aparato urinario,
190,NEOPLASIA MALIGNA OJO,F74,Neoplasias de ojos/anejos,
190.0,"N. MALG.GLOBO OCULAR EXCLUSION CONJUNT.,CORNEA,RETINA Y CORO",F74,Neoplasias de ojos/anejos,
190.1,N. MALIGNA DE ORBITA,F74,Neoplasias de ojos/anejos,
190.2,N. MALIGNA DE GLANDULA LACRIMAL,F74,Neoplasias de ojos/anejos,
190.3,N. MALIGNA DE CONJUNTIVA,F74,Neoplasias de ojos/anejos,
190.4,N. MALIGNA DE CORNEA,F74,Neoplasias de ojos/anejos,
190.5,N. MALIGNA DE RETINA,F74,Neoplasias de ojos/anejos,
190.6,N. MALIGNA DE COROIDES,F74,Neoplasias de ojos/anejos,
190.7,N. MALIGNA DE CONDUCTO LACRIMAL,F74,Neoplasias de ojos/anejos,
190.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS DEL OJO,F74,Neoplasias de ojos/anejos,
190.9,N. MALIGNA DE OJO PARTE SIN ESPECIFICAR,F74,Neoplasias de ojos/anejos,
191,NEOPLASIA MALIGNA CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.0,N. MALIGNA DE CEREBRO EXCEPTO LOBULOS Y VENTRICULOS,N74,Neoplasias malignas del sistema nervioso,
191.1,N. MALIGNA DE LOBULO FRONTAL DEL CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.2,N. MALIGNA DE LOBULO TEMPORAL DEL CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.3,N. MALIGNA DE LOBULO PARIETAL DEL CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.4,N. MALIGNA DE LOBULO OCCIPITAL DEL CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.5,N. MALIGNA DE VENTRICULOS DEL CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.6,N. MALIGNA DE CEREBELO NEOM,N74,Neoplasias malignas del sistema nervioso,
191.7,N. MALIGNA DE PEDUNCULO CEREBRAL,N74,Neoplasias malignas del sistema nervioso,
191.8,N. MALIGNA DE OTRAS PARTES CEREBRO,N74,Neoplasias malignas del sistema nervioso,
191.9,N. MALIGNA DE CEREBRO SIN ESPECIFICAR,N74,Neoplasias malignas del sistema nervioso,
192,NEOPLASIA MALIGNA OTRAS PARTES O SIN ESPEC. SISTEMA NERVIOSO,N74,Neoplasias malignas del sistema nervioso,
192.0,N. MALIGNA DE NERVIOS CRANEALES,N74,Neoplasias malignas del sistema nervioso,
192.1,N. MALIGNA DE MENINGES CEREBRALES,N74,Neoplasias malignas del sistema nervioso,
192.2,N. MALIGNA DE MEDULA ESPINAL,N74,Neoplasias malignas del sistema nervioso,
192.3,N. MALIGNA DE MENINGES ESPINALES,N74,Neoplasias malignas del sistema nervioso,
192.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS SISTEMA NERVIOSO,N74,Neoplasias malignas del sistema nervioso,
192.9,N. MALIGNA DE SISTEMA NERVIOSO PARTE SIN ESPECIFICAR,N74,Neoplasias malignas del sistema nervioso,
193,NEOPLASIA MALIGNA DE GLANDULA TIROIDES,T71,Neoplasias malignas de tiroides,
194,NEOPLASIA MALIGNA OTRAS GLAN.ENDOCRINAS Y ESTRUC.RELACIONADAS,T73,Otras neoplasias endocrinas/inespecíficas,
194.0,N. MALIGNA DE GLANDULA ADRENAL,T73,Otras neoplasias endocrinas/inespecíficas,
194.1,N. MALIGNA DE GLANDULA PARATIROIDEA,T73,Otras neoplasias endocrinas/inespecíficas,
194.3,N. MALIGNA DE GLANDULA PITUITARIA Y CONDUCTO CRANEO FARINGEO,T73,Otras neoplasias endocrinas/inespecíficas,
194.4,N. MALIGNA DE GLANDULA PINEAL,T73,Otras neoplasias endocrinas/inespecíficas,
194.5,N. MALIGNA DE CUERPO CAROTIDEO,T73,Otras neoplasias endocrinas/inespecíficas,
194.6,N. MALIGNA DE CUERPO AORTICO Y OTROS PARAGANGLIOS,T73,Otras neoplasias endocrinas/inespecíficas,
194.8,N. MALIGNA DE OTRAS G. ENDOCIRINAS  Y EASTRUCTURAS RELACIONA,T73,Otras neoplasias endocrinas/inespecíficas,
194.9,N. MALIGNA DE GLANDULAS ENDOCRINAS SITIO SIN ESPECIFICAR,T73,Otras neoplasias endocrinas/inespecíficas,
195,NEOPLASIA MALIGNA OTROS SITIOS Y SITIOS MAL DEFINIDOS,A79,Cáncer/neoplasia maligna no especificada,
195.0,"N. MALIGNA DE CABEZA, CARA Y CUELLO",A79,Cáncer/neoplasia maligna no especificada,
195.1,N. MALIGNA DE TORAX,A79,Cáncer/neoplasia maligna no especificada,
195.2,NEOPLASIA MALIGNAS DE ABDOMEN,A79,Cáncer/neoplasia maligna no especificada,
195.3,N. MALIGNA DE PELVIS,A79,Cáncer/neoplasia maligna no especificada,
195.4,N. MALIGNA DE MIEMBROS SUPERIORES,A79,Cáncer/neoplasia maligna no especificada,
195.5,N. MALIGNA DE MIEMBROS INFERIORES,A79,Cáncer/neoplasia maligna no especificada,
195.8,N. MALIGNA DE OTROS SITIOS ESPECIFICADOS,A79,Cáncer/neoplasia maligna no especificada,
196,NEOPLASIA MALIGNA SECUNDARIA Y NEOM DE GANGLIOS LINFATICOS,A79,Cáncer/neoplasia maligna no especificada,
196.0,"N. MALIG.S. DE GANGLIOS LINFATICOS DE LA CABEZA,CARA Y CUELLO",A79,Cáncer/neoplasia maligna no especificada,
196.1,N. MALIGNA SECUNDARIA DE GANGLIOS LINFATICOS INTRATORACICOS,A79,Cáncer/neoplasia maligna no especificada,
196.2,N. MALIGNA SECUNDARIA DE GANGLIOS LINFATICOS INTRABDOMINALES,A79,Cáncer/neoplasia maligna no especificada,
196.3,N.MALIG. SEC.NOD. LINFAT. DE LA AXILA Y DE LOS MIEMBR.SUPERI,A79,Cáncer/neoplasia maligna no especificada,
